Date,Name,Review,Rating
3 years ago,Marian Gruman,I have been coming here since the middle 80's...when the office was located upstairs...with all of my pet rats. But yesterday I came with  the first hamster that I have ever owned.  I found the staff to be warm and knowledgeable. The price …, 5 stars 
3 years ago,Vicky R,"(Translated by Google) Dr henry is great

(Original)
Dr Henry est formidable", 5 stars 
3 years ago,Marie Santerre-Baillargeon,, 5 stars 
3 years ago,Carla Lionti,"Amazing experience with all the staff! Very knowledgable, warm and welcoming and took great care of my bunny. Very happy I found a place that I know will take great care of us.", 5 stars 
3 years ago,Floralba A.,, 5 stars 
3 years ago,Barbara Willis,, 1 star 
3 years ago,Pierre-Luc Ravary-Godbout,, 5 stars 
3 years ago,Solange Lemaitre-P.,, 4 stars 
3 years ago,Sammael Desormeau,"The staff and vets here have been like family to me for a long time and I have nothing but good to say about them. I am eternally grateful.

They took care of my parrot for many, many years right until the end of her life this past August. …", 5 stars 
3 years ago,Vanessa Deslongchamps,"(Translated by Google) Exceptional service!

(Original)
Service exceptionnel!", 5 stars 
3 years ago,Daniel Malouin,, 5 stars 
3 years ago,Dominik Lloyd,, 4 stars 
3 years ago,Mistress Eden Switch,"The first time I took my bird here, it was very busy and I did not feel like I received the best service. I don’t think it was the fault of the veterinarians, but it was disconcerting.

The hopital is under new ownership now and my …", 5 stars 
3 years ago,Cynthia St-Pierre,"(Translated by Google) Super good service. The staff are very courteous and they took good care of my parrot. They even took the time to suggest the right food for my bird. I am very satisfied.

(Original)
Super bon service. Le personnel …", 5 stars 
3 years ago,Hym Family,, 5 stars 
3 years ago,Julien Roy,, 4 stars 
3 years ago,Christopher Tweed,Very friendly and helpful, 5 stars 
3 years ago,Dan H,They were always trying to get me to do a 350$ checkup just to see if stuff is wrong.. I fixed the problem in his gut with a home remedy of milk thistle! So inexpensive! Today I called to buy flea stuff and they wanted to do another 100$ …, 1 star 
3 years ago,Maddie Madds,I will admit their prices are high but other than that I always have great service. One vet in particular was very honest about putting my rabbit down which means she really cared for the welfare of the animal rather than trying to make an …, 4 stars 
3 years ago,Jilie Lefebvre,"(Translated by Google) Great service, the person is very pleasant they answered all questions.

(Original)
Super service, le personne est très agreable ils ont répondu à toutes questions.", 5 stars 
3 years ago,David Elbaz,"(Translated by Google) Good service

(Original)
Bon service", 4 stars 
3 years ago,Emily Paine,"Brought my rat here for an abcess, they did what they could for him though I have always had the feeling that they are not very flexible on their prices (I have also gotten quotes from them on the phone and instead of seeing what kind of …", 3 stars 
3 years ago,Martin Lajoie,, 5 stars 
3 years ago,Vanessa Germain,, 5 stars 
3 years ago,Carine St-Jacques-Karozis,"(Translated by Google) Thank you to the whole team for your good care. 🐦💖

(Original)
Merci à toute l'équipe pour vos bons soins. 🐦💖", 5 stars 
3 years ago,JaySun H,Montreal Birds and Exotic is an okay clinic. I feel they're great when it comes to dealing with minor/benign issues.  Anything above that is when my confidence in them wavers. (Though I am guessing their expertise varies with the type of pets they deal with), 3 stars 
3 years ago,Amanda Lainé,"My rabbit had surgery there for a tumour that was in the subcutaneous fat, I was told she was in good shape after the surgery. She died a week later. Although the staff seemed knowledgeable, I have no idea what happened during the surgery. …", 1 star 
3 years ago,Chelsea Patterson,"All the staff really know their stuff.  They are willing to do anything for animals, including knowing when to stop treatment.  But they do such an excellent job until the end, you feel secure knowing you did all you could.  When Gaston had …", 5 stars 
3 years ago,Shi Shi,They are a very sincere and caring group of people!, 5 stars 
3 years ago,shawna alleyne,They took care of my bunny sally so well every time I went there., 5 stars 
3 years ago,Vanessa Gavard,Doesnt have compation and doents even explain stuff ...., 2 stars 
3 years ago,nathalie simon,"(Translated by Google) My bird has been well looked after at this place, loving and competent staff

(Original)
Mon oiseau à été bien soignée à cet endroit , personnel aimant et compétent", 5 stars 
3 years ago,Grétar Hannesson,, 5 stars 
3 years ago,Raya Timina,Great service! very helpful and loving doctors! Affordable prices, 5 stars 
3 years ago,Philippe Jasmin,"(Translated by Google) Expensive, but effective. Competent veterinarians and good advice.
Offers a range of products for our little babies.

(Original)
Dispendieux, mais efficace. Vétérinaires compétents(es) et de bons conseils.
Offre une gamme de produits pour nos petits bébés.", 5 stars 
3 years ago,Jamie Guben,, 5 stars 
3 years ago,Anton Istigechev,"Really enjoyed their services, especially their mini hotel for exotic animals, which is kinda unique in this city.", 5 stars 
4 years ago,Philippe Thibault,"(Translated by Google) Great place for small animals. Vet who seem to like what they do and who give good advice. I recommend the place

(Original)
Endroit super pour les petits animaux. Vétérinaire qui ont l'air d'aimer ce qu'ils font et qui donnent de bons conseils. Je recommande la place", 5 stars 
4 years ago,Richard Hould,Very caring service.  The pet is THE patient. Receptionist cares about the people and their pets.  Knows by heart their names.  Staff always have a smile and make the visit a pleasure., 5 stars 
4 years ago,John Wilson,Friendly staff that give out a lot of information. The customer service I received was outstanding and I couldn't be happier., 5 stars 
4 years ago,Razvan Caraghin,Very good and professional service!, 5 stars 
4 years ago,Stephen Hensley,"Super friendly staff, very easy to get to and a great selection of thing to buy for your pet.", 5 stars 
4 years ago,André Péladeau,15 minutes for 105$ to administer oxygen to a dying budgie?, 2 stars 
4 years ago,Annie Perreault,, 5 stars 
4 years ago,Ariel Gallagher,Best vet I've ever been to for any type of pet. I pick up my hedgehog today after she had a big surgery to remove her uterus that had a giant tumor. From the first phone call to make the appointment I was really happy. Even on the phone …, 5 stars 
4 years ago,Greg Jules,I almost got robbed by them!, 1 star 
4 years ago,Julien,, 5 stars 
4 years ago,Sina Dadras,, 5 stars 
4 years ago,Gray W,, 5 stars 
4 years ago,H Vaillancourt,"Excellent service. They called me 2 weeks after my appointment to know how my pet was doing, even if I went there for a minor problem only.", 5 stars 
4 years ago,Catherine,Great place with compassionate and nice people. They charge what it's worth and will take the time to fully explain everything. Sometimes the assistants are chatty but give you attention when you have a question or are signing in., 5 stars 
4 years ago,Robin Monfette,, 5 stars 
4 years ago,themightyfishhooks,"I brought my new rescue bird here (a 23 year old dove) and he's doing so well now. He's a new bird. They taught me a lot about bird nutrition and gave me loads of sizeable food samples. They were empathetic to my financial situation, and …", 4 stars 
4 years ago,Juwairiyyah Zahid,"Not a good experience, brought my rabbit to spay and it did not survive anethesia and they charged me 500$ for it for unexplainable things. I am never going back there. Don't bring your rabbit there.", 1 star 
4 years ago,Ingrid Maria,"They dont care about the animals all they care about is $$$$$$$.
The take advantage of people's emotions towards their animal companion by charging you an arm and a leg for something that costs really nothing for them.
They also charge …", 1 star 
4 years ago,Alexandre Willame,Lot to see, 5 stars 
4 years ago,Matthew Waddell,A very friendly and patient doctor treated my guinea pig., 5 stars 
5 years ago,Brittany Cope,I highly recommend this place because at a time that I felt completely helpless in giving my ferret the operation he needed they were very kind and very reasonable money wise. I'm very glad I found this place and will go nowhere else from now on. You won't be disappointed! :), 5 stars 
5 years ago,Stëph Dëdj,"(Translated by Google) Friendly and very helpful staff! hyper interesting shop!

(Original)
Personnels chaleureux et tres serviable! boutique hyper interessante!", 5 stars 
5 years ago,Sylvie C,The service from the vet was impersonal (the receptionist was awesome however) and the health assessment they gave my pet was way off. I would not go back., 2 stars 
5 years ago,Zak Lupu,, 5 stars 
5 years ago,Paquette Jean-françois,, 5 stars 
5 years ago,Emma Lucas,, 4 stars 
5 years ago,Sarah Dessau,(Translated by Google) The service at all levels is excellent. It is possible to have an appointment very quickly and people are courteous. Dr. Sophie Hebert Saulnier is excellent. She took her time to explain to me what was happening with …, 5 stars 
5 years ago,Richard Blais,Great team! Warm atmosphere and very knowledgable staff. Very impressed., 5 stars 
5 years ago,Claire Bellerose,"I took my rabbit in before Christmas because he wasn't passing any stools and I was extremely worried.
The staff were super friendly and made me feel super comfortable leaving him overnight. I was really impressed with how much they cared …", 5 stars 
5 years ago,Vincent Laurie,"Warmly greeted, the wait time was short and the waiting room comfortable and filled with informative magazines about animals; the ambiance is soothing and aesthetically pleasing. The veterinarian was courteous and attentive to the emergency at hand and he was apt to help us even though our critter was small and uncommon.", 5 stars 
5 years ago,Julie Williston,"My darling rat and myself had the most wonderful experience at this vet. The service was friendly and professional, the diagnostic and medication were on-point, and they even called back to check-in a week after the appointment. Strongly recommend this place :)", 5 stars 
5 years ago,Robert T,It's a OK-ish place BUT the staff who take your info have the personality of a houseplant...SMILES ARE FREE., 2 stars 
5 years ago,Josée Larrubia,, 1 star 
5 years ago,Yusuf Ridha,"If you decide to take your pet to this clinic, make sure that you are present at all time so that you are aware of what they are doing behind closed doors and research your options before making any decision.
I do not recommend this clinic …", 1 star 
5 years ago,Justine T,(Translated by Google) I really enjoyed my first visit to this veterinary clinic! Dr. Roy-Corbin is very nice and it shows that she loves animals! My rabbit was very nervous and she was able to calm him down in just a few seconds. Of course …, 5 stars 
6 years ago,Viv Streetart,"The two veterinarians I have seen were freshly graduated,  lacked experience,  handled my birds with clumsiness,   came out with the wrong diagnosis, ran  irrelevant tests and made poor decisioms.  The quality,  experience and knowledge …", 1 star 
6 years ago,Sindy Tech,They always take such great care of my parrots. Staff are very knowledgeable!!! They are always quick at answering all of my questions. A year ago i lost my first parrot they went over and beyond for her. They provide such great veterinary care!!! Love the staff!!!, 5 stars 
6 years ago,Marie-Josée Ouellet,"(Translated by Google) Excellent clinic!

(Original)
Excellente clinique!", 5 stars 
6 years ago,Thérèse Cloutier,(Translated by Google) During my visits to this clinic I was always greeted with a smile and politeness. I've noticed many times that technicians take the time to explain to their clients the treatments to give to their birds to make sure …, 5 stars 
6 years ago,Gigi - Ghyslaine Beland,(Translated by Google) I have been a client of this clinic for several years now. I have consulted with Dr. Danielle Beaulieu in the past and now it is Dr. Sophie Hébert who follows my parrots. I consult for routine examinations and some …, 5 stars 
6 years ago,Kathy Therrien,"(Translated by Google) excellent clinic for parrots

(Original)
excellente clinique pour les perroquets", 5 stars 
6 years ago,Fernand Dufresne,"(Translated by Google) For 15 years I have parrots, I have always been satisfied with this clinic. We have never refused to see my birds and the staff is really knowledgeable and courteous. I like it professionals who take the time to …", 5 stars 
6 years ago,Lise Durocher,"(Translated by Google) A few years ago, an accident occurred, a small turtle Catherine broke a leg, a very bad open fracture, the life of the bird was at stake, I called the clinic and briefly described the accident, they agreed to receive …", 5 stars 
6 years ago,Danielle Poitras,"(Translated by Google) I am a client of this clinic since 2008, I have 8 parrots with some heavy cases (amputation of a wing, with serious sequel, old youyou of 32 years, cockatiel of 23 years) and I have always obtained satisfaction for my …", 5 stars 
6 years ago,Vy Van,"(Translated by Google) Veterinary Center laval a thousand times BETTER than Exotic Bird and Animal Hospital on Sherbrooke Street in Montreal
Here is my assessment, based on a total of 4 separate meetings: two at each of the two locations. …", 1 star 
6 years ago,h. muh,"My sister took my bird there yesterday since he was having problems breathing. After xrays the vet suspected he had fatty liver disease. They gave them 2 options further testing or injecting him with drugs (antifungal, antibiotic, pain …", 1 star 
7 years ago,Jootchy,"Friendly staff and a veterinarian who know how to handle a rabbit properly.

And for once, I was explained in DETAILS what was going on with my rabbit and why and what to do about it. They didn't just give me meds without explaining what …", 5 stars 
8 years ago,Paulitien Beaudon,"From my experience they are recommendable and efficient for dealing with rather benign issues. Actually quite good and competent when it comes so solving ""minor"", simple issues that could, if unsolved, result in more-or-less critical …", 2 stars 
