Date,Name,Review,Rating
2 years ago,Nat Freethinker,"(Translated by Google) Team sensas, great installation with the new shop and the grooming area. Impressive boarding condos !!!!
I recommend this hospital for your furry and feathered darlings!

(Original)
Équipe sensas, super installation …", 5 stars 
2 years ago,Yasmine Jabr,, 5 stars 
2 years ago,Nathalie Simard,"(Translated by Google) Very warm! What a great team!

(Original)
Très chaleureux!  Quelle belle équipe!", 5 stars 
2 years ago,Jinqiu Yang,"We start to take our dogs to this vet after relocating to Montreal. Very friendly and helpful doctor and staff. The doctor spent time explaining to us and took great care of our dogs. She is very patient and does not rush everything. They recently start to provide grooming service, the price of full package is quite reasonable.", 5 stars 
2 years ago,caroline de jaham,, 5 stars 
2 years ago,Peter Chen,Friendly people!, 5 stars 
2 years ago,tommy duquette,, 2 stars 
2 years ago,Jessica Di Giovanni,, 5 stars 
3 years ago,Kristina Star,, 5 stars 
3 years ago,Mélanie Shakti,, 4 stars 
3 years ago,Richard Leblanc,, 5 stars 
3 years ago,Niall Comerford,"Super friendly and helpful staff, very sympathetic to any issues that may arrive, you can tell they really care about the animals here.", 5 stars 
3 years ago,Karine Leblanc,"(Translated by Google) High quality medicine, I am always welcome in this hospital. My cat loves his veterinarian!

(Original)
Une médecine de haute qualité, je suis toujours bien accueillie dans cet hôpital. Mon chat adore sa vétérinaire!", 5 stars 
3 years ago,Morgane Molas,"(Translated by Google) Super nice clinic, the employees are very welcoming and the service for our animals is impeccable !!!

(Original)
Super belle clinique, les employés sont très accueillants et le service pour nos animaux est impeccable!!!", 5 stars 
3 years ago,Erika L.,, 5 stars 
3 years ago,Evelyn Lee,"It was my and my dog Bonnie's first time to visit the vet in Canada :) the doctor and the staffs were very friendly,caring and kind. The doctor explained everything I need to know, she recommended few stuff for Bonnie, but it was NOT pushy …", 5 stars 
3 years ago,Gena P,This veterinary clinic is by far the best clinic in all of Montreal. The employees are extremely nice and care for you and your pet., 5 stars 
3 years ago,Francis Hemmings,"(Translated by Google) My pug has been followed by this clinic for 7 years now. It is a clinic for parents who genuinely want to care for their pet. The level of service is excellent. But also and above all, I met all those who work there …", 5 stars 
3 years ago,Nicole MacDuff,"(Translated by Google) With my dogs and cats, I have attended this clinic since 1990, for 28 years. Their animal care is excellent and their customer service is great. A competent and dedicated team. I recommend it to all lovers of pets. …", 5 stars 
3 years ago,Amélie Dansereau,"(Translated by Google) Great clinic, great services and advice and great team. Dr Henault and his team are rock stars in veterinary medicine.

(Original)
Super clinique, super services et conseils et super équipe. Dr Henault et son équipe sont des rock star de la médecine veterinaire.", 5 stars 
3 years ago,Sarita Marje-Donaldson,"Everyone at this clinic is amazingly kind, patient and helpful.  I recommend them whole-heartedly!", 5 stars 
3 years ago,IamGaryStevens,"The end of life treatment was excellent, from the ambiance to the caring staff. Thank you.", 5 stars 
3 years ago,SamuraiKnight,Very friendly. Took great care of my cat as well as offered me a beverage. Price hurt a lot but other then that would definitely recommend., 5 stars 
3 years ago,Marie-Andrée Hénault,"(Translated by Google) The staff are competent and animal welfare at the heart of the team's concerns.

(Original)
Le personnel est compétent et le bien être animal au coeur des préoccupations de l'équipe.", 5 stars 
3 years ago,Katia Hancock,, 4 stars 
3 years ago,Samie Uber,"A little over a month ago, my Shih Tzu lost sensation in her hind legs and the ability to walk. After turning down the option of surgery and doing research on acupuncture, I took her to Passionimo Veterinary Hospital, met with a few …", 5 stars 
3 years ago,A.E. Abi-Rached,Brought my old cat few years ago with a bladder blockage and they were not honest with us.  They went on with operations and medications and a smile that he will get better.  He passed away few days later after suffering for many hours …, 1 star 
3 years ago,Annaliese Hemsley,"I have used this vet as well as another local vet.  I see no big differences on price.  The main difference for me is that the other vet has a very high turnover of animals so every time you go you have to wait FOR AGES.  At this vet, they …", 5 stars 
4 years ago,Sébastien Beaulac,"(Translated by Google) Super team focused on the best care! I don't hesitate to entrust my animal to it.

(Original)
Super équipe centrée sur les meilleurs soins! Je n'hésite pas à y confier mon animal.", 5 stars 
4 years ago,Karen Duggan,Best clinic, 5 stars 
4 years ago,Isabelle Asselin,"(Translated by Google) It was a great experience! They are very professional and always available to answer our questions! I recommend the Montreal Veterinary Hospital! People who are close to our animals and very empathetic!

(Original)
Ce …", 5 stars 
4 years ago,Stephanie Surveyer,"Great staff, they truly care about their clients and patients.", 5 stars 
4 years ago,Evelyne Joubert,"(Translated by Google) I personally know the people who work there and I can tell you that they put a lot of effort into animal welfare. I would entrust them with my animals, eyes closed.

(Original)
Je connais personnellement les gens qui …", 5 stars 
4 years ago,Vanessa G,(Translated by Google) I only go to this veterinarian when I have an emergency because it is the closest to me and I regret it every time. The prices are exorbitant. I faxed an emergency renewal which cost me double the price of my …, 1 star 
4 years ago,Hélaine dumulong,, 5 stars 
4 years ago,Vincent Poirier,"(Translated by Google) Excellent service! The veterinarians take the time to explain the problems to you and give you lots of good advice for your pet. Very good post-operative follow-up!
This is my clinic of choice after trying two others …", 5 stars 
4 years ago,Mélanie De Grandpré,"(Translated by Google) A dedicated team who have the welfare of animals at heart. They are my benchmark for my dog's health.

(Original)
Une équipe dévouée qui ont le bien être des animaux à coeur. Ils sont ma référence pour la santé de mon chien.", 5 stars 
4 years ago,Dwayne Salsibury,Thank you for the financial rape.....you lure people into services with out telling them the cost....pushing absolutely unnecessary services. We took in a homeless cat and brought it to you then you turned the visit into a puppy check up …, 1 star 
4 years ago,M Otis,"(Translated by Google) WOW! MY favorite clinic! for my 4 cats and dog. A team always smiling, helping, compassionate, giving good advice. We feel listened to, pampered, important, competitive prices, despite the distance, I will not go …", 5 stars 
4 years ago,Suzie Brouillard,(Translated by Google) I am rather sad. I liked this place in my first visits by their good recommendations with my puppy. Especially about his education. But afterwards I have the impression that I was badly recommended according to my …, 3 stars 
4 years ago,Atef Sdiri,, 1 star 
4 years ago,Daniel Montpetit,"(Translated by Google) Great team of veterinarians and technicians. Attentive and understanding service.

(Original)
Super équipe de vétérinaires et de technicien(ne)s. Service attentionné et compréhensif.", 5 stars 
4 years ago,Michelle Franklin,"Excellent service. We've taken all our pets to this vet for the last three years, and every time they have offered the very best care for a reasonable rate. They also take in animals that have been abandoned, service them, and put them up for adoption. Highly recommended.", 5 stars 
6 years ago,DIego CAstro,, 5 stars 
